author,book_url,flowers,image_urls,images,monthly_clicks,rating,rewards,summary,tags,title,word_count
三月二十二,https://b.faloo.com/1442454.html,425700,http://img.faloo.com/Novel/332x470/1/1501/001501177.jpg,full/001501177.jpg,月点击：907965,9.5,7.1万,"【飞卢小说网独家签约小说：人在崩铁，加入聊天群】
秦川意外穿越崩铁世界，加入聊天群，签到获得龙之遗影。
却不成想，这力量中，蕴含了龙之本源，又阴差阳错成为了罗浮龙尊。
爱莉希雅：我就知道秦川对我最好了，我最喜欢秦川了。
大慈树王：不知道秦川你有没有兴趣成为我的贤者，或者是……神明的伴侣？
木之本樱：我长大了，要嫁给秦川哥哥一样的人。
飞霄：秦川，要不要我给你展示一下怎么做俯卧撑？嗯？当然是面对面啊。
秦川想破头皮也没想明白，自己一开始就是想剧透和救救人来着。
那个啥，你们邀请我去地下室做什么？
你们不要过来啊！！！
飞卢小说网提醒您：本小说及人物纯属虚构，如有雷同，纯属巧合，切勿模仿。","二次元,聊天群,群聊",人在崩铁，加入聊天群,字数：206万
人间无梦,https://b.faloo.com/1469290.html,119959,http://img.faloo.com/Novel/332x470/1/1572/001572100.jpg,full/001572100.jpg,月点击：918342,9.2,8088,"【飞卢小说网独家签约小说：黑上帝，从希腊神话开始】
波洛斯带着天堂上帝体系和诡秘之主体系的传承，穿越到了希腊神话世界，取代了智慧女神雅典娜原本没法出生的弟弟，机遇与造物之神。
一段新的神灵飞卢，从此诞生，他是终结一个时代的众神之王，是播种绝望与希望的黑上帝，是拯救和毁灭众生的堕落造物主；
从神灵到至高，从旧日到原初。
这一切，都将从希腊神话时代开始。
宙斯：“波洛斯，神王之位我让你了，能不能把赫拉还给我？”
雅典娜：“不管怎么说，墨提斯也是你的母亲。”
阿尔忒弥斯：“下一次，我不想在这里见到我的母亲。”
赫卡忒：“好玩，真好玩。”
雅威：“我才是上帝，我才是造物主！”
飞卢小说网提醒您：本小说及人物纯属虚构，如有雷同，纯属巧合，切勿模仿。","重生,无系统,神话",黑上帝，从希腊神话开始,字数：69万
夏日大雪,https://b.faloo.com/1470096.html,153237,http://img.faloo.com/Novel/332x470/1/1573/001573931.jpg,full/001573931.jpg,月点击：929456,9.8,6288,"【飞卢小说网独家签约小说：大明:朱慈烺带朱元璋看孝子贤孙】
（搞笑，大明朱家人的日常）
明末，现代人穿越朱慈烺，力挽狂澜，拯救明末于水火之中。
就在江山安定，朱慈烺准备攻略世界时，时空国运系统来了。
于是朱慈烺带着洪武大帝穿越大明各个时代，成功让朱元璋红温。
而大明也在不知不觉中，无敌于世！
飞卢小说网提醒您：本小说及人物纯属虚构，如有雷同，纯属巧合，切勿模仿。","搞笑,大明,聊天群",大明:朱慈烺带朱元璋看孝子贤孙,字数：51万
黄金森林,https://b.faloo.com/1369369.html,2723599,http://img.faloo.com/Novel/332x470/1/1070/001070661.jpg,full/001070661.jpg,月点击：930405,9.7,26.8万,"【飞卢小说网独家签约小说：人在崩坏三，当她们的英雄】
意外穿越到崩坏三世界的白歌，励志要拯救所有的悲剧。
最后一课不会到来。
逐火英桀全员存活。
崩坏将被人类踩在脚下。
把这个不完美的世界，变成自己想要的样子。
然而……
琪亚娜：“有白歌在的话，就相当于有一万个人的力量了！”
布洛妮娅：“今天要跟布洛妮娅以及希儿一块去海边玩哦，白歌爸爸。”
雷电芽衣：“明明是我先来的！我才是白歌的第一个女朋友！”
爱莉希雅：“以我为终，以你为始，虽然芽衣是第一个，但粉色妖精小姐才是白歌最终的归宿！”
白歌：“……比起跨越修罗场，我觉得还是跨越终焉比较简单一些。”
本小说及任务纯属虚构，如有雷同，纯属巧合，切勿模仿。
飞卢小说网提醒您：本小说及人物纯属虚构，如有雷同，纯属巧合，切勿模仿。","穿越,同人,爱情",人在崩坏三，当她们的英雄,字数：483万
酣歌,https://b.faloo.com/810693.html,17186025,http://img.faloo.com/Novel/332x470/0/689/000689499.jpg,full/000689499.jpg,月点击：931307,10,152.8万,"【飞卢小说网独家签约小说：我的战舰能升级】
这是一个巨舰星河的星际时代。
特殊的火种战舰，能够定期进入异空间，收割源点，强化自身。
王动携带着一款辅助系统，穿越到这里。
“扫描”功能，能够看清一艘战舰的成长资质，挑选到最完美的座舰！
“源点获取翻倍”功能，能够使战舰获得别人三倍、五倍乃至百倍的源点！
“模块特性自选”功能，能够使本来随机出现的特性，变成任意自选！
看王动如何利用辅助系统，畅游于这星际时代。
驾驭最强大的战舰，削平所有的不服！
探索无尽的宇宙，挑战无限的未知！
PS：本书装逼打脸环节偏少。初期猥琐发育，中期探索为主，后期碾压。
飞卢小说网提醒您：本小说及人物纯属虚构，如有雷同，纯属巧合，切勿模仿。","爽文,系统,升级练",我的战舰能升级,字数：646万
大秦废猫,https://b.faloo.com/1441989.html,607023,http://img.faloo.com/Novel/332x470/1/1480/001480637.jpg,full/001480637.jpg,月点击：931314,9.6,24.1万,"【飞卢小说网独家签约小说：进步后，力捧钟小艾，惩治谢美蓝】
穿越成为凡人歌当中的沈磊。唱起进步的小曲。
选调到国家金融监管部门。意外发现，联合调查组当中的同事，竟然是侯亮平！
沈磊果断决定截胡侯亮平，自己去查那个贪污2亿多，把钱塞满冰箱的赵德汉！
立下大功之后，沈磊迅速进步，获得实权，成为金融领域的反腐利刃！
沈磊骑着小电驴，穿梭于北城豪华的CBD，但那些开着路虎、宾利、劳斯莱斯的大老板，都畏之如虎。
月薪八千又怎样？你身家百亿的投行老板，看我一眼就浑身发抖。
平时耀武扬威的霸总，在被调查之后，也会跪着哭。
最终，谢美兰老板路杰，被沈磊查出金融造假，畏惧之下跳楼自杀。
谢美兰想要符合，却被无情拒绝。
搞笑，有了李晓..
飞卢小说网提醒您：本小说及人物纯属虚构，如有雷同，纯属巧合，切勿模仿。","重生,都市,影视",进步后，力捧钟小艾，惩治谢美蓝,字数：132万
诺小羊,https://b.faloo.com/1471921.html,120657,http://img.faloo.com/Novel/332x470/1/1575/001575858.jpg,full/001575858.jpg,月点击：940730,9.8,2164,"【飞卢小说网独家签约小说：影视：同时穿越了无数世界】
无数年后，诸天万界尽头，一位身穿儒袍的男子横立虚空，他左手持儒圣刻刀，右手握浩气长剑，一剑挥出，刹那间满天星辰化作虚无。
此时此刻，回想起自己的一生，他心中不由得升起万般感慨。
遥想当初，刚刚穿越到大奉世界的自己，没有任何外挂，不过就是一个普普通通的寒门学子。
到现在，登顶诸天万界巅峰。
其中付出了多少心酸，多少努力，只有他自己清楚。
不过，话说回来，不管是过去，还是现在，他都可以问心无愧的说一声：“我陆某人能有今时今日的成就，全都是靠自己。”
对，就是靠自己。
想到这里，他默默转身。
只见在他身后的无尽虚空中，密密麻麻的站立着一群人。
他们有一个共同的名字，那就是——陆嚣。
飞卢小说网提醒您：本小说及人物纯属虚构，如有雷同，纯属巧合，切勿模仿。","重生,位面,影视",影视：同时穿越了无数世界,字数：64万
怀念过去,https://b.faloo.com/1470617.html,79109,http://img.faloo.com/Novel/332x470/1/1573/001573839.jpg,full/001573839.jpg,月点击：881202,9.6,1万,"【飞卢小说网独家签约小说：超神：开局异能锁，凯莎盘头】
林飞穿越超神，觉醒《诸天传承系统》，传承模板‘火麟飞’
获得：幻麟异能锁，起始异能量值‘0.1黑洞’，信念坚定，七大平行宇宙最强天赋……
开局遇到刘闯挑事，林飞暴揍对方
此后：
“敌人在我面前，不是逃之夭夭，就是一败涂地”
“一个人可以无知，但不能白痴”
“嘴欠是要靠实力的，而我，正好有！”
“幻麟星云！”
…
莫甘娜：我真想把他嘴巴撕烂，但我还打不过，老娘凶都要气炸了！
华烨：敢说本王是王八，你还是第一个……什么？模拟黑洞他给打爆了！
卡尔：连虚空都不是幻麟星云的对手，难道你才是终极恐惧！
凯莎：林飞才是天使的未来！
炙心，彦，阿追，冷……都重重点头
飞卢小说网提醒您：本小说及人物纯属虚构，如有雷同，纯属巧合，切勿模仿。","二次元,综漫,轻小说",超神：开局异能锁，凯莎盘头,字数：44万
见异思迁,https://b.faloo.com/1372942.html,405633,http://img.faloo.com/Novel/332x470/1/1076/001076255.jpg,full/001076255.jpg,月点击：860042,9.8,2万,"【飞卢小说网独家签约小说：综漫盘点名场面:从卫宫巨侠开始】
卫宫巨侠:如果这是恶的话，那我便是恶！能把美游还给我么。
佐藤和真:误会，都是误会，我不是什么鬼畜勇者！！
李靖:接招，百分百被空手接白刃！
所罗门:诀别之时已至，以此舍弃世界！
旋转突进的蓝色枪兵:不用看我，我又死了。
ps:简介无力，请看正文……
目前已有世界（雪下的誓言、绝对魔兽战线、海贼、鬼灭、素晴、神圣圆桌领域、jojo彪马野郎、侠肝义胆沈剑心、十万个冷笑话、冥王神话、卫宫大侠、学园都市，幻想嘉年华，魔法少女伊莉雅等等……）
飞卢小说网提醒您：本小说及人物纯属虚构，如有雷同，纯属巧合，切勿模仿。","同人,盘点,曝光",综漫盘点名场面:从卫宫巨侠开始,字数：342万
九叔在洪荒盗墓,https://b.faloo.com/1470087.html,35212,http://img.faloo.com/Novel/332x470/1/1584/001584619.jpg,full/001584619.jpg,月点击：827271,9.5,1676,"【飞卢小说网独家签约小说：洪荒：穿越接引，从悟性逆天开始】
最惨的不是穿越洪荒，而是穿越成了西方二圣中的接引。
望着刚刚被道魔之争损毁的一片狼藉的西方世界，接引欲哭无泪。
这个时期，西方要资源没资源，要灵宝没灵宝。
上来就是地狱级难度怎么玩？
好在身为穿越者，接引觉醒了悟性逆天。
【你有感于西方世界怨念不平，万物凋零，你创造出大日真经！】
【你净化天地魔气，参禅佛法，感悟出神通掌中佛国！】
【你与三清交手，悟性逆天，参悟三世佛身！】
【你与天抗衡，逆天而行，参悟天道之力，行使部分天道权柄！】
......
伴随着悟性逆天加持，洪荒的画风渐渐变了。
元始：畜生，畜生！我阐教一半弟子，怎么都跑去西方了？
通天：你还说呢，我亲传大弟子，竟成了如来佛？还把佛教传遍了东土大地。
昊天：内个，最惨的，不应该是我吗？
飞卢小说网提醒您：本小说及人物纯属虚构，如有雷同，纯属巧合，切勿模仿。","重生,升级练,扮猪吃",洪荒：穿越接引，从悟性逆天开始,字数：95万
丛林狼,https://b.faloo.com/1474171.html,24695,http://img.faloo.com/Novel/332x470/1/1579/001579051.jpg,full/001579051.jpg,月点击：827776,9.9,1200,"【飞卢小说网独家签约小说：网球：天才异端儿】
穿越到网王世界，洛川觉醒顶级天赋。
14岁加入德国队，成为德国历史上最年轻的队长。
然而少年背后，却有着一段不为人知的故事。
曾经的他，竟是日本u17的一员。
三船：这怎么可能？曾经的叛逃少年，如今竟然成为了德国队的队长。
平等院：你是洛川？
洛川微微一笑：好久不见，平等院，三船教练，说起来，还得感谢你们，若不是你们，我也不会成为德国队的队长。
说话的同时，洛川身后，走出了一道道身影。
高中生第一人波尔克、职业最强双打，抢七先生俾斯麦，终极品质Q.P以及亚久津、金太郎，手冢。
日本队众人脸色大变。
洛川手持球拍，率领着德国队缓步走来，一边走，一边道：日本队的各位，听说你们很想夺冠？那你试试看能不能从我手中拿下冠军。
飞卢小说网提醒您：本小说及人物纯属虚构，如有雷同，纯属巧合，切勿模仿。","无系统,网球",网球：天才异端儿,字数：43万
扑了的鱼,https://b.faloo.com/1471779.html,43865,http://img.faloo.com/Novel/332x470/1/1575/001575601.jpg,full/001575601.jpg,月点击：828557,9.9,6.1万,"【飞卢小说网独家签约小说：1949，我率桂军南征东南亚】
1948年年底，大厦将倾，炮谠这艘破船即将沉没。
桂系上校作战参谋秦守成向白总建议，桂系全力南下围剿安南猴子，取代高卢人控制安南等国，另起炉灶。
第二年年初，秦守成率领桂军一个美械师作为桂系先锋部队，南下安南。
后续，十几万桂系狼兵和炮谠百万残兵进入安南。
剿灭猴子，驱逐高卢，大规模移民，大半个中南半岛，落入桂系手中。
随后，进攻暹罗和缅掂，从日不落人手中抢夺马来亚，再吞掉印泥群岛。
整个南洋将建立一个由华人主导的国家，这里的侨民将不会再被当场猪来养，更不会因为财富而被土著屠杀。
几十年以后，本土崛起，同灯塔国争霸。
南洋和本土合并，一个远超灯塔国的霸主瞬间成型。
秦守成和桂系狼兵可以骄傲的告诉同胞：“我桂系狼兵，为国家民族开疆扩土，不负国人期盼，不负一身炎黄血脉！”
飞卢小说网提醒您：本小说及人物纯属虚构，如有雷同，纯属巧合，切勿模仿。","重生,争霸,铁血",1949，我率桂军南征东南亚,字数：62万
唐初二十一,https://b.faloo.com/1473999.html,89504,http://img.faloo.com/Novel/332x470/1/1584/001584007.jpg,full/001584007.jpg,月点击：829665,7.8,100,"【飞卢小说网独家签约小说：盘点国漫正的发邪的主角！万界麻】
刷的短视频意外被投放到了万界，只要反应就能获得奖励
开局刷综漫正的发邪的主角
【TOP10：铠甲二队】
【评分：9.0】
一队讲兄弟情，二队讲劳动法，用最少的人，干最多的怪
没有感情，只有KPI！如果开局是二队登场，三集直接速通铠甲
一队看了沉默，异能兽看了流泪，甚至怀疑到底谁才是反派
··
【TOP9：端木将军！】
【评分：9.5】
端木大将军人生最迷茫的时候，就是骑着摩托车，满大街找不到欧克瑟！
谦卑？什么是谦卑？是迁敌人的墓碑吗
端木大将军表示，你一天是欧克瑟，一辈子都是欧克瑟！
··
【TOP8：虹猫少侠】
【评分：10.0】
虹猫少侠已经不能说是正的发邪了，完全就是杀戮机啊！
一句是非对错！我已无心解释！万界彻底吓尿了！
一时间反派彻底麻了！
飞卢小说网提醒您：本小说及人物纯属虚构，如有雷同，纯属巧合，切勿模仿。","重生,搞笑,成长",盘点国漫正的发邪的主角！万界麻,字数：67万
我吃铜锣烧,https://b.faloo.com/1456340.html,16179,http://img.faloo.com/Novel/332x470/1/1560/001560858.jpg,full/001560858.jpg,月点击：830484,9.6,400,"【飞卢小说网独家签约小说：视频通千古，南天门计划震动万朝】
楚钦的“逗音”APP，开启“时空共享”内测资格。
他刷到的古今视频，被同步投放到历史各个朝代。
第一个视频，刷【华夏南天门计划，开启航天新纪元！】
引发万朝震动！祖龙惊呼：额滴娘啊，这…这是天宫吗！？
刷【AI机器人女友/妻子/女仆，贴心24小时服务】
古人们傻了，一堆铁疙瘩，怎么生孩子啊？
刷【假如大明十六帝齐聚一堂，老朱会先抽谁？】
朱元璋：老四你给我过来！
刷【东风快递，使命必达，全球包邮！】
横越一万两千公里精准打击，古人吓傻了：这是什么怪物！？
刷【如何科学地弄死皇帝】
皇帝们慌了，被人学会了如何是好？
刷【华夏版人造太阳】
古人：不是..
飞卢小说网提醒您：本小说及人物纯属虚构，如有雷同，纯属巧合，切勿模仿。","王朝,大明,直播",视频通千古，南天门计划震动万朝,字数：132万
流星蝴蝶飞,https://b.faloo.com/1475143.html,5219,http://img.faloo.com/Novel/332x470/1/1580/001580959.jpg,full/001580959.jpg,月点击：830731,9.4,200,"【飞卢小说网独家签约小说：盘点高光反差场面，诸天当场社死】
盘点万界大佬装哔与糗事瞬间，对比直播反差拉满！
【高光：“谁在称无敌，哪个敢言不败？帝落时代都不见！”】
【破防：“奶奶，我要喝兽奶！饿饿，饭饭！”】
石昊捂脸：“不准看！”柳神默默转头。
【高光：“三十年河东，三十年河西，莫欺少年穷！”】
【破防：“熏儿妹妹救我！老师救我啊啊啊！”（被追杀中）】
萧焱：“咳，失误！主播你等着！”药老：“桀桀，挺狼狈嘛。”
【高光：“在下韩立，人送外号‘韩老魔’，杀人放火厉飞雨！”】
【破防：“师兄救我！厉飞雨救我啊！”（被强敌追杀，亡命跑路中）】
韩立：胡说！战略性转进！南宫婉：…
【高光：“月下观鸟，不摇碧莲！”（智斗全性）】
【破防：“啊！都说了不准再提月下遛鸟了！”】
名场面与黑历史无缝切换！前秒震撼，后秒社死！万界破防！
飞卢小说网提醒您：本小说及人物纯属虚构，如有雷同，纯属巧合，切勿模仿。","搞笑,万界,名场面",盘点高光反差场面，诸天当场社死,字数：105万
